snapshot_id,snapshot_local,tod_label,weekday_search,origin_city,origin_airport,destination_city,destination_airport,depart_date,departure_at,price_min_raw,transfers,duration_min,hours_total,is_extreme,dow,month,season,days_to_departure,snapshot_date
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-16,2025-10-16T19:25:00-03:00,26,0,120,2.0,False,Thursday,10,Spring,38,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-18,2025-10-18T07:00:00-03:00,32,0,115,1.9,False,Saturday,10,Spring,40,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-10-21,2025-10-21T20:15:00-03:00,32,0,120,2.0,False,Tuesday,10,Spring,43,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-11-15,2025-11-15T21:08:00-03:00,46,0,115,1.9,False,Saturday,11,Spring,68,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-11-23,2025-11-23T19:30:00-03:00,41,0,120,2.0,False,Sunday,11,Spring,76,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-12-20,2025-12-20T21:11:00-03:00,54,0,115,1.9,False,Saturday,12,Summer,103,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-12-22,2025-12-22T14:05:00-03:00,36,0,110,1.8,False,Monday,12,Summer,105,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,MDZ,MDZ,2025-12-24,2025-12-24T08:15:00-03:00,41,0,110,1.8,False,Wednesday,12,Summer,107,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2025-12-26,2025-12-26T18:00:00-03:00,58,0,110,1.8,False,Friday,12,Summer,109,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-01-03,2026-01-03T14:55:00-03:00,41,0,110,1.8,False,Saturday,1,Summer,117,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-01-04,2026-01-04T09:10:00-03:00,36,0,110,1.8,False,Sunday,1,Summer,118,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-01-08,2026-01-08T10:45:00-03:00,36,0,110,1.8,False,Thursday,1,Summer,122,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-02-08,2026-02-08T18:00:00-03:00,36,0,110,1.8,False,Sunday,2,Summer,153,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-02-09,2026-02-09T19:30:00-03:00,36,0,110,1.8,False,Monday,2,Summer,154,2025-09-08
